Sno,lang,title,url,lang_small
310,KIF,Knowledge Interchange Format,https://en.wikipedia.org/wiki/Knowledge_Interchange_Format,kif
311,Kojo,Kojo (programming language),https://en.wikipedia.org/wiki/Kojo_(programming_language),kojo
312,Kotlin,Kotlin (programming language),https://en.wikipedia.org/wiki/Kotlin_(programming_language),kotlin
313,KRC,Kent Recursive Calculator,https://en.wikipedia.org/wiki/Kent_Recursive_Calculator,krc
314,KRL,KRL (programming language),https://en.wikipedia.org/wiki/KRL_(programming_language),krl
315,KUKA Robot Language,KUKA Robot Language,https://en.wikipedia.org/wiki/KUKA_Robot_Language,kuka robot language
316,KRYPTON,KRYPTON,https://en.wikipedia.org/wiki/KRYPTON,krypton
317,ksh,Korn shell,https://en.wikipedia.org/wiki/Korn_shell,ksh
318,Kodu,Kodu Game Lab,https://en.wikipedia.org/wiki/Kodu_Game_Lab,kodu
319,Kv,Kivy (framework),https://en.wikipedia.org/wiki/Kivy_(framework)#Kv_language,kv
320,L,L (programming language),https://en.wikipedia.org/wiki/L_(programming_language),l
321,LabVIEW,LabVIEW,https://en.wikipedia.org/wiki/LabVIEW,labview
322,Ladder,Ladder logic,https://en.wikipedia.org/wiki/Ladder_logic,ladder
323,Lagoona,Lagoona (programming language),https://en.wikipedia.org/wiki/Lagoona_(programming_language),lagoona
324,LANSA,LANSA (development environment),https://en.wikipedia.org/wiki/LANSA_(development_environment),lansa
325,Lasso,Lasso (programming language),https://en.wikipedia.org/wiki/Lasso_(programming_language),lasso
326,LaTeX,LaTeX,https://en.wikipedia.org/wiki/LaTeX,latex
327,Lava,Lava (programming language),https://en.wikipedia.org/wiki/Lava_(programming_language),lava
328,LC-3,LC-3,https://en.wikipedia.org/wiki/LC-3,lc-3
329,Leda,Leda (programming language),https://en.wikipedia.org/wiki/Leda_(programming_language),leda
330,Legoscript,Legoscript,https://en.wikipedia.org/wiki/Legoscript,legoscript
331,LIL,Little Implementation Language,https://en.wikipedia.org/wiki/Little_Implementation_Language,lil
332,LilyPond,LilyPond,https://en.wikipedia.org/wiki/LilyPond,lilypond
333,Limbo,Limbo (programming language),https://en.wikipedia.org/wiki/Limbo_(programming_language),limbo
334,Limnor,Limnor,https://en.wikipedia.org/wiki/Limnor,limnor
335,LINC,LINC 4GL,https://en.wikipedia.org/wiki/LINC_4GL,linc
336,Lingo,Lingo (programming language),https://en.wikipedia.org/wiki/Lingo_(programming_language),lingo
337,LIS,LIS (programming language),https://en.wikipedia.org/wiki/LIS_(programming_language),lis
338,LISA,Language for Instruction Set Architecture,https://en.wikipedia.org/wiki/Language_for_Instruction_Set_Architecture,lisa
339,Lisaac,Lisaac,https://en.wikipedia.org/wiki/Lisaac,lisaac
340,Lisp,Lisp (programming language),https://en.wikipedia.org/wiki/Lisp_(programming_language),lisp
341,Lite-C,Lite-C,https://en.wikipedia.org/wiki/Lite-C,lite-c
342,Lithe,Lithe (programming language),https://en.wikipedia.org/wiki/Lithe_(programming_language),lithe
343,Little b,Little b (programming language),https://en.wikipedia.org/wiki/Little_b_(programming_language),little b
344,LLL,Ethereum,https://en.wikipedia.org/wiki/Ethereum#Programming_languages,lll
345,Logo,Logo (programming language),https://en.wikipedia.org/wiki/Logo_(programming_language),logo
346,Logtalk,Logtalk,https://en.wikipedia.org/wiki/Logtalk,logtalk
347,LotusScript,LotusScript,https://en.wikipedia.org/wiki/LotusScript,lotusscript
348,LPC,LPC (programming language),https://en.wikipedia.org/wiki/LPC_(programming_language),lpc
349,LSE,LSE (programming language),https://en.wikipedia.org/wiki/LSE_(programming_language),lse
350,LSL,Linden Scripting Language,https://en.wikipedia.org/wiki/Linden_Scripting_Language,lsl
351,LiveCode,LiveCode,https://en.wikipedia.org/wiki/LiveCode,livecode
352,LiveScript,LiveScript,https://en.wikipedia.org/wiki/LiveScript,livescript
353,Lua,Lua (programming language),https://en.wikipedia.org/wiki/Lua_(programming_language),lua
354,Lucid,Lucid (programming language),https://en.wikipedia.org/wiki/Lucid_(programming_language),lucid
355,Lustre,Lustre (programming language),https://en.wikipedia.org/wiki/Lustre_(programming_language),lustre
356,LYaPAS,LYaPAS,https://en.wikipedia.org/wiki/LYaPAS,lyapas
357,Lynx,Lynx (programming language),https://en.wikipedia.org/wiki/Lynx_(programming_language),lynx
358,M (alternative name for the MUMPS programming language),MUMPS (programming language),https://en.wikipedia.org/wiki/MUMPS_(programming_language),m (alternative name for the mumps programming language)
359,M2000,M2000,https://en.wikipedia.org/wiki/M2000,m2000
360,M2001,M2001,https://en.wikipedia.org/wiki/M2001,m2001
361,M4,M4 (computer language),https://en.wikipedia.org/wiki/M4_(computer_language),m4
362,M#,M Sharp (programming language),https://en.wikipedia.org/wiki/M_Sharp_(programming_language),m#
363,Machine code,Machine code,https://en.wikipedia.org/wiki/Machine_code,machine code
364,MAD,MAD (programming language),https://en.wikipedia.org/wiki/MAD_(programming_language),mad
365,MAD/I,MAD (programming language),https://en.wikipedia.org/wiki/MAD_(programming_language),mad/i
366,Magik,Magik (programming language),https://en.wikipedia.org/wiki/Magik_(programming_language),magik
367,Magma,Magma computer algebra system,https://en.wikipedia.org/wiki/Magma_computer_algebra_system,magma
368,make,Make (software),https://en.wikipedia.org/wiki/Make_(software),make
369,Maude system,Maude system,https://en.wikipedia.org/wiki/Maude_system,maude system
370,Maple,Maple (software),https://en.wikipedia.org/wiki/Maple_(software),maple
371,MAPPER,MAPPER,https://en.wikipedia.org/wiki/MAPPER,mapper
372,MARK-IV,MARK IV (software),https://en.wikipedia.org/wiki/MARK_IV_(software),mark-iv
373,Mary,Mary (programming language),https://en.wikipedia.org/wiki/Mary_(programming_language),mary
374,MASM Microsoft Assembly x86,Microsoft Macro Assembler,https://en.wikipedia.org/wiki/Microsoft_Macro_Assembler,masm microsoft assembly x86
375,MATH-MATIC,MATH-MATIC,https://en.wikipedia.org/wiki/MATH-MATIC,math-matic
376,Mathematica,Mathematica,https://en.wikipedia.org/wiki/Mathematica,mathematica
377,MATLAB,MATLAB,https://en.wikipedia.org/wiki/MATLAB,matlab
378,Maxima,Maxima (software),https://en.wikipedia.org/wiki/Maxima_(software),maxima
379,Macsyma,Macsyma,https://en.wikipedia.org/wiki/Macsyma,macsyma
380,Max,Max (software),https://en.wikipedia.org/wiki/Max_(software),max
381,MaxScript,Autodesk 3ds Max,https://en.wikipedia.org/wiki/Autodesk_3ds_Max,maxscript
382,Maya (MEL),Maya Embedded Language,https://en.wikipedia.org/wiki/Maya_Embedded_Language,maya (mel)
383,MDL,MDL (programming language),https://en.wikipedia.org/wiki/MDL_(programming_language),mdl
384,Mercury,Mercury (programming language),https://en.wikipedia.org/wiki/Mercury_(programming_language),mercury
385,Mesa,Mesa (programming language),https://en.wikipedia.org/wiki/Mesa_(programming_language),mesa
386,Metafont,Metafont,https://en.wikipedia.org/wiki/Metafont,metafont
387,MetaQuotes Language (MQL4/MQL5),MetaQuotes Language MQL4/MQL5,https://en.wikipedia.org/wiki/MetaQuotes_Language_MQL4/MQL5,metaquotes language (mql4/mql5)
388,MHEG-5 (Interactive TV programming language),MHEG-5,https://en.wikipedia.org/wiki/MHEG-5,mheg-5 (interactive tv programming language)
389,Microcode,Microassembler,https://en.wikipedia.org/wiki/Microassembler,microcode
390,MicroScript,MicroScript (programming language),https://en.wikipedia.org/wiki/MicroScript_(programming_language),microscript
391,MIIS,MIIS (programming language),https://en.wikipedia.org/wiki/MIIS_(programming_language),miis
392,Milk (programming language),Milk (programming language),https://en.wikipedia.org/wiki/Milk_(programming_language),milk (programming language)
393,MIMIC,MIMIC,https://en.wikipedia.org/wiki/MIMIC,mimic
394,Mirah,Mirah (programming language),https://en.wikipedia.org/wiki/Mirah_(programming_language),mirah
395,Miranda,Miranda (programming language),https://en.wikipedia.org/wiki/Miranda_(programming_language),miranda
396,MIVA Script,MIVA Script,https://en.wikipedia.org/wiki/MIVA_Script,miva script
397,ML,ML (programming language),https://en.wikipedia.org/wiki/ML_(programming_language),ml
398,Model 204,Model 204,https://en.wikipedia.org/wiki/Model_204,model 204
399,Modelica,Modelica,https://en.wikipedia.org/wiki/Modelica,modelica
400,Modula,Modula,https://en.wikipedia.org/wiki/Modula,modula
401,Modula-2,Modula-2,https://en.wikipedia.org/wiki/Modula-2,modula-2
402,Modula-3,Modula-3,https://en.wikipedia.org/wiki/Modula-3,modula-3
403,Mohol,Mohol programming languages,https://en.wikipedia.org/wiki/Mohol_programming_languages,mohol
404,MOO,MOO (programming language),https://en.wikipedia.org/wiki/MOO_(programming_language),moo
405,Mortran,Mortran,https://en.wikipedia.org/wiki/Mortran,mortran
406,Mouse,Mouse (programming language),https://en.wikipedia.org/wiki/Mouse_(programming_language),mouse
407,MPD,MPD (programming language),https://en.wikipedia.org/wiki/MPD_(programming_language),mpd
408,Mathcad,Mathcad,https://en.wikipedia.org/wiki/Mathcad,mathcad
409,CIL,Common Intermediate Language,https://en.wikipedia.org/wiki/Common_Intermediate_Language,cil
410,MSL,MIRC scripting language,https://en.wikipedia.org/wiki/MIRC_scripting_language,msl
411,MUMPS,MUMPS,https://en.wikipedia.org/wiki/MUMPS,mumps
412,MuPAD,MuPAD,https://en.wikipedia.org/wiki/MuPAD,mupad
413,Mutan,Ethereum,https://en.wikipedia.org/wiki/Ethereum#Programming_languages,mutan
414,Mystic Programming Language,Mystic BBS,https://en.wikipedia.org/wiki/Mystic_BBS,mystic programming language
415,NASM,Netwide Assembler,https://en.wikipedia.org/wiki/Netwide_Assembler,nasm
416,Napier88,Napier88,https://en.wikipedia.org/wiki/Napier88,napier88
417,Neko,Neko (programming language),https://en.wikipedia.org/wiki/Neko_(programming_language),neko
418,Nemerle,Nemerle,https://en.wikipedia.org/wiki/Nemerle,nemerle
419,nesC,NesC,https://en.wikipedia.org/wiki/NesC,nesc
420,NESL,NESL,https://en.wikipedia.org/wiki/NESL,nesl
421,Net.Data,Net.Data,https://en.wikipedia.org/wiki/Net.Data,net.data
422,NetLogo,NetLogo,https://en.wikipedia.org/wiki/NetLogo,netlogo
423,NetRexx,NetRexx,https://en.wikipedia.org/wiki/NetRexx,netrexx
424,NewLISP,NewLISP,https://en.wikipedia.org/wiki/NewLISP,newlisp
425,NEWP,NEWP,https://en.wikipedia.org/wiki/NEWP,newp
426,Newspeak,Newspeak (programming language),https://en.wikipedia.org/wiki/Newspeak_(programming_language),newspeak
427,NewtonScript,NewtonScript,https://en.wikipedia.org/wiki/NewtonScript,newtonscript
428,Nial,Nial,https://en.wikipedia.org/wiki/Nial,nial
429,Nice,Nice (programming language),https://en.wikipedia.org/wiki/Nice_(programming_language),nice
430,Nickle,Nickle (programming language),https://en.wikipedia.org/wiki/Nickle_(programming_language),nickle
431,NITIN,Nickle (programming language),https://en.wikipedia.org/wiki/Nickle_(programming_language),nitin
432,Nim,Nim (programming language),https://en.wikipedia.org/wiki/Nim_(programming_language),nim
433,NPL,NORD Programming Language,https://en.wikipedia.org/wiki/NORD_Programming_Language,npl
434,Not eXactly C,Not eXactly C,https://en.wikipedia.org/wiki/Not_eXactly_C,not exactly c
435,Not Quite C,Not Quite C,https://en.wikipedia.org/wiki/Not_Quite_C,not quite c
436,NSIS,Nullsoft Scriptable Install System,https://en.wikipedia.org/wiki/Nullsoft_Scriptable_Install_System,nsis
437,Nu,Nu (programming language),https://en.wikipedia.org/wiki/Nu_(programming_language),nu
438,NWScript,NWScript,https://en.wikipedia.org/wiki/NWScript,nwscript
439,NXT-G,NXT-G,https://en.wikipedia.org/wiki/NXT-G,nxt-g
440,o:XML,O:XML,https://en.wikipedia.org/wiki/O:XML,o:xml
441,Oak,Oak (programming language),https://en.wikipedia.org/wiki/Oak_(programming_language),oak
442,Oberon,Oberon (programming language),https://en.wikipedia.org/wiki/Oberon_(programming_language),oberon
443,OBJ2,OBJ2,https://en.wikipedia.org/wiki/OBJ2,obj2
444,Object Lisp,Object Lisp,https://en.wikipedia.org/wiki/Object_Lisp,object lisp
445,ObjectLOGO,ObjectLOGO,https://en.wikipedia.org/wiki/ObjectLOGO,objectlogo
446,Object REXX,Object REXX,https://en.wikipedia.org/wiki/Object_REXX,object rexx
447,Object Pascal,Object Pascal,https://en.wikipedia.org/wiki/Object_Pascal,object pascal
448,Objective-C,Objective-C,https://en.wikipedia.org/wiki/Objective-C,objective-c
449,Objective-J,Objective-J,https://en.wikipedia.org/wiki/Objective-J,objective-j
450,Obliq,Obliq,https://en.wikipedia.org/wiki/Obliq,obliq
451,OCaml,OCaml,https://en.wikipedia.org/wiki/OCaml,ocaml
452,occam,Occam (programming language),https://en.wikipedia.org/wiki/Occam_(programming_language),occam
453,occam-π,Occam-π,https://en.wikipedia.org/wiki/Occam-%CF%80,occam-π
454,Octave,GNU Octave,https://en.wikipedia.org/wiki/GNU_Octave,octave
455,OmniMark,OmniMark,https://en.wikipedia.org/wiki/OmniMark,omnimark
456,Onyx,Onyx (programming language),https://en.wikipedia.org/wiki/Onyx_(programming_language),onyx
457,Opa,Opa (programming language),https://en.wikipedia.org/wiki/Opa_(programming_language),opa
458,Opal,Opal (programming language),https://en.wikipedia.org/wiki/Opal_(programming_language),opal
459,OpenCL,OpenCL,https://en.wikipedia.org/wiki/OpenCL,opencl
460,OpenEdge ABL,OpenEdge Advanced Business Language,https://en.wikipedia.org/wiki/OpenEdge_Advanced_Business_Language,openedge abl
461,OPL,Open Programming Language,https://en.wikipedia.org/wiki/Open_Programming_Language,opl
462,OpenVera,OpenVera,https://en.wikipedia.org/wiki/OpenVera,openvera
463,OPS5,OPS5,https://en.wikipedia.org/wiki/OPS5,ops5
464,OptimJ,OptimJ,https://en.wikipedia.org/wiki/OptimJ,optimj
465,Orc,Orc (programming language),https://en.wikipedia.org/wiki/Orc_(programming_language),orc
466,ORCA/Modula-2,ORCA/Modula-2,https://en.wikipedia.org/wiki/ORCA/Modula-2,orca/modula-2
467,Oriel,Oriel (scripting language),https://en.wikipedia.org/wiki/Oriel_(scripting_language),oriel
468,Orwell,Orwell (programming language),https://en.wikipedia.org/wiki/Orwell_(programming_language),orwell
469,Oxygene,Oxygene (programming language),https://en.wikipedia.org/wiki/Oxygene_(programming_language),oxygene
470,Oz,Oz (programming language),https://en.wikipedia.org/wiki/Oz_(programming_language),oz
471,P,P (programming language),https://en.wikipedia.org/wiki/P_(programming_language),p
472,P′′,P′′,https://en.wikipedia.org/wiki/P%E2%80%B2%E2%80%B2,p′′
473,P#,P Sharp,https://en.wikipedia.org/wiki/P_Sharp,p#
474,ParaSail (programming language),ParaSail (programming language),https://en.wikipedia.org/wiki/ParaSail_(programming_language),parasail (programming language)
475,PARI/GP,PARI/GP,https://en.wikipedia.org/wiki/PARI/GP,pari/gp
476,Pascal,Pascal (programming language),https://en.wikipedia.org/wiki/Pascal_(programming_language),pascal
477,PCASTL,PCASTL,https://en.wikipedia.org/wiki/PCASTL,pcastl
478,PCF,Programming language for Computable Functions,https://en.wikipedia.org/wiki/Programming_language_for_Computable_Functions,pcf
479,PEARL,PEARL (programming language),https://en.wikipedia.org/wiki/PEARL_(programming_language),pearl
480,PeopleCode,PeopleCode,https://en.wikipedia.org/wiki/PeopleCode,peoplecode
481,Perl,Perl,https://en.wikipedia.org/wiki/Perl,perl
482,PDL,Perl Data Language,https://en.wikipedia.org/wiki/Perl_Data_Language,pdl
483,Perl 6,Perl 6,https://en.wikipedia.org/wiki/Perl_6,perl 6
484,Pharo,Pharo,https://en.wikipedia.org/wiki/Pharo,pharo
485,PHP,PHP,https://en.wikipedia.org/wiki/PHP,php
486,Pico,Pico (programming language),https://en.wikipedia.org/wiki/Pico_(programming_language),pico
487,Picolisp,Picolisp,https://en.wikipedia.org/wiki/Picolisp,picolisp
488,Pict,Pict (programming language),https://en.wikipedia.org/wiki/Pict_(programming_language),pict
489,Pig (programming tool),Pig (programming tool),https://en.wikipedia.org/wiki/Pig_(programming_tool),pig (programming tool)
490,Pike,Pike (programming language),https://en.wikipedia.org/wiki/Pike_(programming_language),pike
491,PIKT,PIKT,https://en.wikipedia.org/wiki/PIKT,pikt
492,PILOT,PILOT,https://en.wikipedia.org/wiki/PILOT,pilot
493,Pipelines,Hartmann pipeline,https://en.wikipedia.org/wiki/Hartmann_pipeline,pipelines
494,Pizza,Pizza (programming language),https://en.wikipedia.org/wiki/Pizza_(programming_language),pizza
495,PL-11,PL-11,https://en.wikipedia.org/wiki/PL-11,pl-11
496,PL/0,PL/0,https://en.wikipedia.org/wiki/PL/0,pl/0
497,PL/B,Programming Language for Business,https://en.wikipedia.org/wiki/Programming_Language_for_Business,pl/b
498,PL/C,PL/C,https://en.wikipedia.org/wiki/PL/C,pl/c
499,PL/I,PL/I,https://en.wikipedia.org/wiki/PL/I,pl/i
500,PL/M,PL/M,https://en.wikipedia.org/wiki/PL/M,pl/m
501,PL/P,PL/P,https://en.wikipedia.org/wiki/PL/P,pl/p
502,PL/SQL,PL/SQL,https://en.wikipedia.org/wiki/PL/SQL,pl/sql
503,PL360,PL360,https://en.wikipedia.org/wiki/PL360,pl360
504,PLANC,PLANC,https://en.wikipedia.org/wiki/PLANC,planc
505,munoz,Munoz,https://en.wikipedia.org/wiki/Munoz,munoz
506,Plankalkül,Plankalkül,https://en.wikipedia.org/wiki/Plankalk%C3%BCl,plankalkül
507,Planner,Planner (programming language),https://en.wikipedia.org/wiki/Planner_(programming_language),planner
508,PLEX,PLEX (programming language),https://en.wikipedia.org/wiki/PLEX_(programming_language),plex
509,PLEXIL,PLEXIL,https://en.wikipedia.org/wiki/PLEXIL,plexil
510,Plus,Plus (programming language),https://en.wikipedia.org/wiki/Plus_(programming_language),plus
511,POP-11,POP-11,https://en.wikipedia.org/wiki/POP-11,pop-11
512,POP-2,POP-2,https://en.wikipedia.org/wiki/POP-2,pop-2
513,PostScript,PostScript,https://en.wikipedia.org/wiki/PostScript,postscript
514,PortablE,Amiga E,https://en.wikipedia.org/wiki/Amiga_E#PortablE,portable
515,Powerhouse,Powerhouse (programming language),https://en.wikipedia.org/wiki/Powerhouse_(programming_language),powerhouse
516,PowerBuilder,PowerBuilder,https://en.wikipedia.org/wiki/PowerBuilder,powerbuilder
517,PowerShell,PowerShell,https://en.wikipedia.org/wiki/PowerShell,powershell
518,PPL,Polymorphic Programming Language,https://en.wikipedia.org/wiki/Polymorphic_Programming_Language,ppl
519,Processing,Processing (programming language),https://en.wikipedia.org/wiki/Processing_(programming_language),processing
520,Processing.js,Processing.js,https://en.wikipedia.org/wiki/Processing.js,processing.js
521,Prograph,Prograph,https://en.wikipedia.org/wiki/Prograph,prograph
522,PROIV,PROIV,https://en.wikipedia.org/wiki/PROIV,proiv
523,Prolog,Prolog,https://en.wikipedia.org/wiki/Prolog,prolog
524,PROMAL,PROMAL,https://en.wikipedia.org/wiki/PROMAL,promal
525,Promela,Promela,https://en.wikipedia.org/wiki/Promela,promela
526,PROSE modeling language,PROSE modeling language,https://en.wikipedia.org/wiki/PROSE_modeling_language,prose modeling language
527,PROTEL,Protel,https://en.wikipedia.org/wiki/Protel,protel
528,ProvideX,ProvideX,https://en.wikipedia.org/wiki/ProvideX,providex
529,Pro*C,Pro*C,https://en.wikipedia.org/wiki/Pro*C,pro*c
530,Pure,Pure (programming language),https://en.wikipedia.org/wiki/Pure_(programming_language),pure
531,PureBasic,PureBasic,https://en.wikipedia.org/wiki/PureBasic,purebasic
532,Pure Data,Pure Data,https://en.wikipedia.org/wiki/Pure_Data,pure data
533,Python,Python (programming language),https://en.wikipedia.org/wiki/Python_(programming_language),python
534,PAWN (MIVHI sef pe jade),PAWN (MIVHI sef pe jade) (page does not exist),https://en.wikipedia.org/w/index.php?title=PAWN_(MIVHI_sef_pe_jade)&action=edit&redlink=1,pawn (mivhi sef pe jade)
535,Q (equational programming language),Q (equational programming language),https://en.wikipedia.org/wiki/Q_(equational_programming_language),q (equational programming language)
536,Q (programming language from Kx Systems),Q (programming language from Kx Systems),https://en.wikipedia.org/wiki/Q_(programming_language_from_Kx_Systems),q (programming language from kx systems)
537,Q# (Microsoft programming language),Q Sharp,https://en.wikipedia.org/wiki/Q_Sharp,q# (microsoft programming language)
538,Qalb,Qalb (programming language),https://en.wikipedia.org/wiki/Qalb_(programming_language),qalb
539,QtScript,QtScript,https://en.wikipedia.org/wiki/QtScript,qtscript
540,QuakeC,QuakeC,https://en.wikipedia.org/wiki/QuakeC,quakec
541,QPL,Quantum programming,https://en.wikipedia.org/wiki/Quantum_programming,qpl
542,R,R (programming language),https://en.wikipedia.org/wiki/R_(programming_language),r
543,R++,R++,https://en.wikipedia.org/wiki/R%2B%2B,r++
544,Racket,Racket (programming language),https://en.wikipedia.org/wiki/Racket_(programming_language),racket
545,RAPID,RAPID,https://en.wikipedia.org/wiki/RAPID,rapid
546,Rapira,Rapira,https://en.wikipedia.org/wiki/Rapira,rapira
547,Ratfiv,Ratfiv,https://en.wikipedia.org/wiki/Ratfiv,ratfiv
548,Ratfor,Ratfor,https://en.wikipedia.org/wiki/Ratfor,ratfor
549,rc,Rc,https://en.wikipedia.org/wiki/Rc,rc
550,REBOL,REBOL,https://en.wikipedia.org/wiki/REBOL,rebol
551,Red,Red (programming language),https://en.wikipedia.org/wiki/Red_(programming_language),red
552,Redcode,Core War,https://en.wikipedia.org/wiki/Core_War,redcode
553,REFAL,REFAL,https://en.wikipedia.org/wiki/REFAL,refal
554,Reia,Reia (programming language),https://en.wikipedia.org/wiki/Reia_(programming_language),reia
555,REXX,REXX,https://en.wikipedia.org/wiki/REXX,rexx
556,Ring,Ring (programming language),https://en.wikipedia.org/wiki/Ring_(programming_language),ring
557,Rlab,Rlab,https://en.wikipedia.org/wiki/Rlab,rlab
558,ROOP,ROOP (programming language),https://en.wikipedia.org/wiki/ROOP_(programming_language),roop
559,RPG,IBM RPG,https://en.wikipedia.org/wiki/IBM_RPG,rpg
560,RPL,RPL (programming language),https://en.wikipedia.org/wiki/RPL_(programming_language),rpl
561,RSL,Robot Battle,https://en.wikipedia.org/wiki/Robot_Battle#Robot_scripting_language,rsl
562,RTL/2,RTL/2,https://en.wikipedia.org/wiki/RTL/2,rtl/2
563,Ruby,Ruby (programming language),https://en.wikipedia.org/wiki/Ruby_(programming_language),ruby
564,RuneScript,RuneScript,https://en.wikipedia.org/wiki/RuneScript,runescript
565,Rust,Rust (programming language),https://en.wikipedia.org/wiki/Rust_(programming_language),rust
566,S,S (programming language),https://en.wikipedia.org/wiki/S_(programming_language),s
567,S2,S2 (programming language),https://en.wikipedia.org/wiki/S2_(programming_language),s2
568,S3,S3 (programming language),https://en.wikipedia.org/wiki/S3_(programming_language),s3
569,S-Lang,S-Lang (programming language),https://en.wikipedia.org/wiki/S-Lang_(programming_language),s-lang
570,S-PLUS,S-PLUS,https://en.wikipedia.org/wiki/S-PLUS,s-plus
571,SA-C,SA-C (programming language),https://en.wikipedia.org/wiki/SA-C_(programming_language),sa-c
572,SabreTalk,SabreTalk,https://en.wikipedia.org/wiki/SabreTalk,sabretalk
573,SAIL,SAIL (programming language),https://en.wikipedia.org/wiki/SAIL_(programming_language),sail
574,SALSA,SALSA (programming language),https://en.wikipedia.org/wiki/SALSA_(programming_language),salsa
575,SAM76,SAM76,https://en.wikipedia.org/wiki/SAM76,sam76
576,SAS,SAS System,https://en.wikipedia.org/wiki/SAS_System,sas
577,SASL,SASL (programming language),https://en.wikipedia.org/wiki/SASL_(programming_language),sasl
578,Sather,Sather,https://en.wikipedia.org/wiki/Sather,sather
579,Sawzall,Sawzall (programming language),https://en.wikipedia.org/wiki/Sawzall_(programming_language),sawzall
580,SBL,Superbase database,https://en.wikipedia.org/wiki/Superbase_database,sbl
581,Scala,Scala (programming language),https://en.wikipedia.org/wiki/Scala_(programming_language),scala
582,Scheme,Scheme (programming language),https://en.wikipedia.org/wiki/Scheme_(programming_language),scheme
583,Scilab,Scilab,https://en.wikipedia.org/wiki/Scilab,scilab
584,Script.NET,Script.NET,https://en.wikipedia.org/wiki/Script.NET,script.net
585,Sed,Sed,https://en.wikipedia.org/wiki/Sed,sed
586,Seed7,Seed7,https://en.wikipedia.org/wiki/Seed7,seed7
587,Self,Self (programming language),https://en.wikipedia.org/wiki/Self_(programming_language),self
588,SenseTalk,SenseTalk,https://en.wikipedia.org/wiki/SenseTalk,sensetalk
589,SequenceL,SequenceL,https://en.wikipedia.org/wiki/SequenceL,sequencel
590,Serpent,Ethereum,https://en.wikipedia.org/wiki/Ethereum#Programming_languages,serpent
591,SETL,SETL,https://en.wikipedia.org/wiki/SETL,setl
592,SIMPOL,Superbase database,https://en.wikipedia.org/wiki/Superbase_database#History,simpol
593,SIGNAL,SIGNAL (programming language),https://en.wikipedia.org/wiki/SIGNAL_(programming_language),signal
594,SiMPLE,SiMPLE,https://en.wikipedia.org/wiki/SiMPLE,simple
595,SIMSCRIPT,SIMSCRIPT,https://en.wikipedia.org/wiki/SIMSCRIPT,simscript
596,Simula,Simula,https://en.wikipedia.org/wiki/Simula,simula
597,Simulink,Simulink,https://en.wikipedia.org/wiki/Simulink,simulink
598,Singularity,Singularity (operating system),https://en.wikipedia.org/wiki/Singularity_(operating_system),singularity
599,SISAL,SISAL,https://en.wikipedia.org/wiki/SISAL,sisal
600,SLIP,SLIP (programming language),https://en.wikipedia.org/wiki/SLIP_(programming_language),slip
601,SMALL,SMALL,https://en.wikipedia.org/wiki/SMALL,small
602,Scratch,Scratch (programming language),https://en.wikipedia.org/wiki/Scratch_(programming_language),scratch
603,Smalltalk,Smalltalk,https://en.wikipedia.org/wiki/Smalltalk,smalltalk
604,SML,Standard ML,https://en.wikipedia.org/wiki/Standard_ML,sml
605,Strongtalk,Strongtalk,https://en.wikipedia.org/wiki/Strongtalk,strongtalk
606,Snap!,Snap! (programming language),https://en.wikipedia.org/wiki/Snap!_(programming_language),snap!
607,SNOBOL,SNOBOL,https://en.wikipedia.org/wiki/SNOBOL,snobol
608,SPITBOL,SPITBOL compiler,https://en.wikipedia.org/wiki/SPITBOL_compiler,spitbol
609,Snowball,Snowball programming language,https://en.wikipedia.org/wiki/Snowball_programming_language,snowball
610,SOL,Secure Operations Language,https://en.wikipedia.org/wiki/Secure_Operations_Language,sol
611,Solidity,Solidity,https://en.wikipedia.org/wiki/Solidity,solidity
612,SOPHAEROS,SOPHAEROS,https://en.wikipedia.org/wiki/SOPHAEROS,sophaeros
613,SPARK,SPARK (programming language),https://en.wikipedia.org/wiki/SPARK_(programming_language),spark
614,Speedcode,Speedcoding,https://en.wikipedia.org/wiki/Speedcoding,speedcode
615,SPIN,Parallax Propeller,https://en.wikipedia.org/wiki/Parallax_Propeller,spin
616,SP/k,SP/k,https://en.wikipedia.org/wiki/SP/k,sp/k
617,SPS,IBM 1401 Symbolic Programming System,https://en.wikipedia.org/wiki/IBM_1401_Symbolic_Programming_System,sps
618,SQR,SQR,https://en.wikipedia.org/wiki/SQR,sqr
619,Squeak,Squeak,https://en.wikipedia.org/wiki/Squeak,squeak
620,Squirrel,Squirrel (programming language),https://en.wikipedia.org/wiki/Squirrel_(programming_language),squirrel
621,SR,SR (programming language),https://en.wikipedia.org/wiki/SR_(programming_language),sr
622,S/SL,S/SL programming language,https://en.wikipedia.org/wiki/S/SL_programming_language,s/sl
623,Stackless Python,Stackless Python,https://en.wikipedia.org/wiki/Stackless_Python,stackless python
624,Starlogo,Starlogo,https://en.wikipedia.org/wiki/Starlogo,starlogo
625,Strand,Strand (programming language),https://en.wikipedia.org/wiki/Strand_(programming_language),strand
626,Stata,Stata,https://en.wikipedia.org/wiki/Stata,stata
627,Stateflow,Stateflow,https://en.wikipedia.org/wiki/Stateflow,stateflow
628,Subtext,Subtext (programming language),https://en.wikipedia.org/wiki/Subtext_(programming_language),subtext
629,SuperCollider,SuperCollider,https://en.wikipedia.org/wiki/SuperCollider,supercollider
